ERR550643	1506	1771	1490	18
ERR550644	1521	1737	1500	18
ERR550658	1573	1789	1560	23
ERR550659	1628	1851	1609	23
ERR550670	1563	1815	1552	23
ERR550724	1640	1730	1589	24
ERR550738	1583	1807	1571	19
ERR550739	1603	1835	1587	19
ERR550777	1562	1781	1546	26
ERR550778	1598	1876	1577	26
ERR550779	1512	1749	1502	26
ERR550782	1611	1854	1598	23
ERR550783	1646	1878	1623	23
ERR550887	1602	1821	1590	24
ERR550910	1659	1848	1631	19
ERR550927	1527	1779	1514	18
ERR550940	1588	1778	1575	21
ERR550941	1605	1846	1583	21
ERR550946	1531	1787	1517	20
ERR550947	1562	1822	1538	20
ERR550957	1608	2013	1594	20
ERR550984	1609	1848	1591	22
ERR551007	1611	1766	1579	19
ERR551071	1614	1826	1599	20
ERR551079	1586	1808	1571	19
ERR551086	1588	1821	1570	18
ERR551090	1614	1856	1605	23
ERR551155	1597	1902	1576	23
ERR551156	1569	1817	1561	23
ERR551159	1637	1868	1623	22
ERR551167	1592	1781	1582	24
ERR551168	1557	1761	1546	24
ERR551184	1541	1742	1528	18
ERR551185	1495	1860	1485	18
ERR551201	1585	1809	1573	19
ERR551212	1618	1840	1604	24
ERR551214	1526	1603	1495	20
ERR551225	1569	1740	1535	18
ERR551293	1618	1836	1596	20
ERR551305	1587	1808	1575	24
ERR551311	1698	1929	1670	23
ERR551360	1592	1833	1581	24
ERR551361	1599	1860	1574	24
ERR551362	1548	1749	1533	24
ERR551369	1626	1892	1594	19
ERR551370	1597	1811	1584	19
ERR551412	1559	1827	1548	23
ERR551494	1622	1851	1600	22
ERR551520	1650	1825	1609	19
ERR551549	1641	2123	1622	25
ERR551554	1626	1854	1618	23
ERR551556	1551	1781	1536	24
ERR551557	1558	1790	1539	24
ERR551558	1551	1748	1528	24
ERR551572	1533	1721	1516	18
ERR551575	1539	1612	1508	26
ERR551636	1579	1829	1559	18
ERR551638	1595	1875	1584	24
ERR551680	1605	1831	1592	20
ERR551681	1631	1896	1607	20
ERR551688	1613	1795	1603	20
ERR551693	1579	1855	1568	22
ERR551694	1552	1779	1539	22
ERR551772	1624	1735	1578	23
ERR551804	1582	1794	1571	24
ERR551805	1605	1852	1589	24
ERR551806	1552	1749	1541	24
ERR551821	1598	1870	1584	24
ERR551822	1638	1878	1627	24
ERR551854	1560	1801	1540	19
ERR551855	1599	1824	1575	19
ERR551879	1609	1818	1593	19
ERR551927	1575	1843	1555	20
ERR551928	1609	1797	1584	20
ERR551930	1637	1865	1621	19
ERR551934	1632	1823	1594	19
ERR551943	1459	1738	1449	24
ERR551944	1606	1826	1585	24
ERR551945	1594	1786	1581	24
ERR551956	1595	1802	1574	24
ERR551957	1630	1876	1598	24
ERR551977	1545	1795	1536	19
ERR551978	1582	1825	1559	19
ERR551979	1423	2198	1415	19
ERR551980	1485	1780	1474	19
ERR551981	1520	2798	1503	18
ERR551982	1537	1761	1526	19
ERR551983	1388	2245	1378	18
ERR551990	1614	1834	1587	19
ERR552090	1633	1898	1611	22
ERR552130	1608	1828	1594	20
ERR552136	1631	1860	1612	24
ERR552141	1673	1899	1651	26
ERR552177	1591	1805	1562	19
ERR552190	1609	1792	1580	20
ERR552194	1635	1870	1624	23
ERR552219	1584	1809	1573	23
ERR552331	1567	1774	1551	19
ERR552358	1629	1847	1612	23
ERR552429	1648	1840	1632	26
ERR552444	1548	1803	1534	18
ERR552445	1563	1845	1551	18
ERR552479	1718	1761	1640	23
ERR552482	1663	1900	1634	25
ERR552493	1636	1842	1618	21
ERR552494	1633	1889	1608	21
ERR552549	1583	1848	1559	20
ERR552550	1536	1779	1529	20
ERR552555	1600	1810	1584	21
ERR552580	1634	1862	1619	25
ERR552668	1562	1818	1553	23
ERR552669	1501	3102	1481	23
ERR552670	1518	2054	1508	23
ERR552671	1546	1809	1535	23
ERR552689	1548	1772	1537	20
ERR552690	1482	2253	1469	20
ERR552743	1574	1797	1562	19
ERR552755	1556	1775	1542	18
ERR552760	1554	1790	1541	18
ERR552787	1595	1872	1579	19
ERR552830	1588	1828	1571	19
ERR552838	1605	1821	1588	19
ERR552894	1590	1870	1567	20
ERR552895	1555	1795	1544	20
ERR552907	1610	1871	1598	24
ERR552910	1594	1797	1583	22
ERR552911	1620	1822	1603	22
ERR552912	1621	1817	1587	18
ERR552939	1593	1824	1582	23
ERR552940	1574	1819	1556	23
ERR552949	1575	1768	1566	21
ERR552954	1578	1806	1561	22
ERR553068	1579	1781	1565	24
ERR553081	1567	1795	1541	19
ERR553082	1582	1796	1568	19
ERR553086	1634	1826	1595	19
ERR553098	1608	1862	1590	24
ERR553107	1581	1843	1569	24
ERR553116	1590	1834	1577	20
ERR553139	1614	1842	1595	22
ERR553156	1624	1814	1610	19
ERR553157	1539	1927	1527	19
ERR553171	1591	1850	1573	19
ERR553237	1617	1841	1603	22
ERR553251	1622	1720	1581	25
ERR553274	1531	1756	1514	18
ERR553275	1556	1799	1530	18
ERR553277	1595	1822	1570	20
ERR553291	1593	1801	1582	19
ERR553303	1528	1858	1507	26
ERR553304	1585	1800	1574	26
ERR553313	1604	1819	1593	24
ERR553324	1616	1828	1607	19
